1 11 2
1 110 0
3 45 1
3 125 1
4 45 0
5 8 2
5 64 1
5 123 1
6 125 1
7 71 0
7 127 2
8 64 2
8 123 1
9 46 2
9 66 2
10 49 1
10 116 1
10 139 1
11 76 1
12 15 1
13 76 2
13 79 2
13 113 1
13 114 2
14 23 0
14 72 1
14 109 0
14 328 0
15 122 1
16 26 1
16 46 1
16 326 2
17 39 0
17 83 1
17 94 2
17 115 0
18 47 2
18 141 3
19 69 0
19 75 2
19 105 0
19 138 2
22 24 2
22 111 2
23 33 2
24 52 2
24 103 0
25 93 1
25 113 0
26 63 1
26 112 1
26 326 1
27 44 1
27 50 1
27 67 1
27 80 1
28 106 1
28 135 1
28 143 0
29 60 2
29 65 2
30 58 0
30 60 1
30 82 1
30 109 1
31 62 3
31 77 3
32 81 2
32 97 1
32 132 2
33 56 1
33 88 2
34 58 2
34 81 2
34 132 2
35 71 0
36 43 3
36 73 3
36 126 2
37 83 1
37 106 0
38 45 2
39 75 1
39 95 3
39 138 1
40 93 0
40 104 1
40 115 1
40 133 1
41 44 1
41 91 1
41 136 2
41 301 2
42 326 2
43 73 3
43 126 2
43 128 1
44 80 1
44 301 1
45 125 1
47 141 2
47 197 0
48 62 1
48 77 1
48 82 1
49 103 1
49 110 2
50 67 3
50 105 2
50 140 1
51 107 1
52 111 1
53 142 1
55 89 1
55 90 1
56 57 1
56 88 2
56 90 0
57 59 0
57 88 1
58 114 0
58 132 1
59 97 1
60 136 0
61 78 0
61 87 2
61 145 1
61 331 2
62 77 3
63 86 1
63 112 2
67 105 2
68 87 2
68 145 2
69 127 1
69 129 2
69 140 1
70 78 0
70 91 1
73 126 2
73 128 1
74 92 0
74 93 2
75 138 3
76 79 2
76 114 2
77 109 0
78 86 1
79 114 3
80 91 0
80 326 0
81 132 2
82 128 0
83 94 1
83 133 0
84 102 1
85 145 1
87 145 2
88 107 0
89 98 0
91 136 1
92 115 1
93 139 1
96 263 3
96 318 3
96 322 3
96 327 1
98 99 1
98 328 1
99 314 0
101 139 1
103 110 1
104 116 2
104 133 1
105 140 1
112 120 1
117 130 1
117 142 0
119 184 1
122 133 0
123 143 1
127 137 1
128 130 2
129 140 2
136 301 1
144 216 2
146 169 0
146 199 1
146 222 0
146 241 2
147 171 1
147 180 2
147 186 1
148 156 1
148 171 2
148 205 1
149 174 2
149 203 1
149 246 2
150 160 0
150 206 1
151 186 1
151 191 1
151 205 0
152 174 2
152 176 2
153 189 0
154 159 1
154 170 1
154 242 1
156 171 1
156 180 2
157 172 2
157 243 1
158 239 1
158 253 1
158 259 1
159 170 2
159 174 1
159 246 1
160 161 0
160 199 1
161 173 0
161 195 1
163 233 1
163 234 0
163 257 1
163 259 0
164 168 2
164 193 1
164 212 1
165 200 1
167 168 1
167 196 1
167 212 1
168 193 1
169 181 1
169 196 0
171 205 1
172 182 0
172 243 2
172 244 1
173 205 2
174 246 2
175 210 1
175 231 2
176 197 1
177 178 1
177 249 0
178 192 1
178 201 1
178 240 1
179 230 1
179 231 0
179 253 0
181 210 1
181 255 1
183 224 1
183 252 3
185 192 1
185 219 1
185 236 0
188 211 1
188 228 2
189 208 2
191 202 1
192 219 3
193 202 0
193 207 1
199 241 2
201 240 1
201 255 1
202 203 1
202 204 1
206 315 1
210 255 1
211 225 1
211 228 2
211 242 1
212 246 0
213 214 2
213 303 1
214 216 1
215 216 0
216 217 0
218 258 0
221 285 2
221 311 3
221 332 2
222 234 1
222 235 1
222 242 0
224 252 1
225 226 0
225 228 1
225 231 1
226 227 1
227 245 2
227 250 2
227 256 2
228 234 0
229 259 1
230 251 2
233 247 1
234 235 1
235 241 1
236 315 1
237 238 1
237 245 1
237 250 1
237 253 1
239 257 2
239 259 2
243 244 1
244 256 1
245 250 3
245 256 2
250 256 2
252 275 1
260 270 0
260 276 1
261 274 1
261 278 2
261 279 2
261 307 1
262 264 1
262 266 2
262 269 2
262 270 1
263 318 3
263 322 3
264 266 2
264 267 1
265 288 3
265 292 2
266 267 2
266 270 2
267 269 2
267 270 1
271 273 1
272 277 0
274 276 2
274 277 2
274 279 2
275 281 2
276 277 2
276 279 1
278 279 1
278 307 2
278 330 2
280 282 3
280 283 3
280 284 3
281 282 2
281 283 2
281 284 2
282 283 3
282 284 3
283 284 3
285 311 2
285 332 2
286 289 2
286 302 2
286 320 2
286 330 0
287 305 2
287 310 3
287 325 2
288 292 2
288 304 0
288 316 1
289 302 2
289 320 2
290 298 1
291 319 2
291 321 0
291 329 2
292 299 0
292 316 1
293 321 2
293 333 2
293 334 1
295 313 2
295 335 3
296 302 0
296 319 1
297 325 3
298 306 0
298 314 0
299 306 1
299 317 1
300 336 1
302 320 2
303 332 1
304 309 0
305 308 1
305 310 2
307 330 2
308 312 2
308 316 0
309 310 1
309 325 1
310 325 2
311 332 2
313 319 0
313 334 1
313 335 2
314 317 2
317 329 0
318 322 3
319 329 2
321 333 2
322 327 1
328 334 1
328 335 1
334 335 2
