3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,L
3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,L
0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
1,4,2,3,1,9,6,2,6,12,4,9,1,7,1,7,J
1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
4,7,6,5,4,8,6,5,5,8,7,7,3,7,4,6,J
5,8,7,9,7,8,9,4,5,7,7,8,5,7,10,10,J
1,3,2,1,0,6,4,1,7,8,2,10,0,7,2,9,L
0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,I
3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8,I
4,9,5,7,2,10,6,2,8,14,3,8,0,7,0,8,J
1,3,3,1,1,8,8,2,5,14,5,8,1,7,0,8,J
1,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
8,12,6,9,5,7,11,3,3,13,5,4,3,9,9,9,J
2,7,2,5,1,13,2,7,5,14,2,11,0,7,0,8,J
0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
1,4,2,2,1,8,7,2,5,14,6,9,1,7,0,7,J
2,7,3,5,1,12,2,9,4,13,5,13,1,6,0,8,J
2,11,3,8,4,8,7,0,7,7,6,8,0,8,3,7,I
2,5,3,8,1,12,3,10,3,13,6,13,1,6,0,8,J
5,11,6,8,6,6,6,6,5,6,5,8,5,7,4,10,L
3,6,2,9,2,9,8,3,3,12,4,5,2,8,5,10,J
2,6,3,4,2,8,6,0,7,13,6,9,0,7,2,8,I
2,3,3,5,1,0,1,5,6,0,0,7,0,8,0,8,L
2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,I
3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,I
3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,L
6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8,I
3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8,L
3,6,5,4,2,7,9,1,6,14,5,6,0,7,0,7,J
4,8,5,7,4,6,7,4,6,7,6,8,3,9,8,10,L
2,3,3,2,1,8,6,3,6,14,6,10,0,7,0,8,J
4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,L
0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
3,9,4,7,3,7,4,2,8,7,1,8,1,6,2,7,L
5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8,J
1,3,2,2,1,7,8,1,7,13,6,7,0,8,1,7,I
5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,I
1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,L
1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,J
5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,J
4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,J
4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,L
1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,I
1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,J
8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,J
2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,J
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
2,6,3,4,1,13,2,8,4,14,4,12,0,7,0,8,J
2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,L
3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,I
3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,J
3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,L
0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8,L
3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,L
5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,L
2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,L
2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,L
2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,J
1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,I
2,6,3,4,2,4,5,1,9,3,2,8,0,7,2,5,L
1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
3,7,4,5,2,4,3,5,8,1,1,5,0,7,1,5,L
5,7,4,10,3,8,8,3,3,12,4,5,2,8,7,9,J
2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,I
5,9,5,5,3,7,5,3,5,12,7,11,3,8,6,9,L
7,13,7,7,4,8,4,3,4,11,8,12,3,10,5,10,L
9,13,7,7,4,9,2,4,4,12,5,13,2,7,6,9,L
3,7,4,5,2,9,4,5,4,14,6,12,0,6,1,7,J
2,7,4,5,4,7,7,3,4,7,6,10,5,10,6,5,L
1,7,2,5,1,9,6,2,7,11,4,8,0,7,1,6,J
3,10,3,8,1,0,1,5,6,0,0,7,0,8,0,8,L
3,4,3,3,2,4,3,4,6,2,2,6,0,7,0,6,L
6,14,6,8,4,8,4,3,4,12,8,11,4,9,6,10,L
3,7,4,5,1,0,0,6,6,0,1,5,0,8,0,8,L
1,3,1,4,1,7,7,0,7,7,6,8,0,8,2,8,I
5,9,7,8,6,7,7,4,5,7,7,8,3,8,8,9,L
6,11,7,8,5,7,8,1,8,7,6,8,0,7,4,8,I
3,8,4,6,3,8,7,1,7,11,5,8,0,6,1,6,J
5,9,5,5,3,7,5,3,6,11,6,11,2,7,6,8,L
5,11,4,8,4,6,11,2,3,12,6,5,2,9,8,8,J
7,10,5,8,4,7,10,3,2,12,5,5,2,9,8,9,J
3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8,L
3,7,5,5,2,8,5,5,5,15,7,12,1,6,1,6,J
3,4,4,5,3,8,8,4,5,7,6,8,3,8,8,9,J
4,11,6,8,3,4,4,4,9,2,0,6,0,7,1,5,L
3,10,5,8,4,12,6,2,7,11,2,6,0,7,1,8,J
1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,I
5,7,7,9,6,9,8,5,5,6,5,8,3,8,9,7,J
0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,I
4,10,5,7,3,7,4,0,9,9,2,11,0,7,3,8,L
6,7,8,9,8,8,8,4,6,6,6,7,5,9,11,11,J
2,7,2,5,1,14,2,6,5,14,1,10,0,7,0,8,J
4,7,5,5,2,8,6,3,7,15,5,10,0,7,1,7,J
1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,L
1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
7,13,6,7,3,5,5,3,8,10,4,13,2,5,6,7,L
1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,I
5,11,7,8,4,8,6,3,6,15,4,9,0,7,0,7,J
5,11,7,9,6,8,4,0,7,9,3,10,1,6,2,9,L
1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,I
1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,I
2,4,2,6,1,11,3,10,3,13,7,13,1,6,0,8,J
5,10,7,8,4,6,8,3,6,15,7,10,3,7,3,7,J
2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,I
1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,L
3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8,L
4,7,5,5,2,8,3,2,8,9,2,9,1,6,3,9,L
3,7,5,5,2,8,6,2,7,7,6,7,0,9,4,7,I
2,5,4,4,1,9,6,2,6,14,5,9,1,6,1,7,J
2,9,3,6,2,6,8,0,7,14,7,8,0,8,1,7,I
6,9,8,8,7,7,7,4,6,7,7,8,3,8,9,10,L
3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,I
9,14,9,8,5,7,4,4,5,12,8,12,4,9,6,10,L
10,15,8,8,4,9,2,4,5,12,4,13,2,7,6,8,L
4,10,5,8,3,3,5,1,9,6,1,11,0,7,3,6,L
5,8,6,6,4,7,6,2,7,7,6,8,0,9,4,8,I
0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
2,7,2,5,1,12,3,9,4,13,4,12,1,6,0,8,J
3,10,4,7,4,3,4,4,7,2,0,8,0,6,1,6,L
2,6,2,4,2,8,7,0,6,10,5,7,0,7,1,7,J
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
3,8,5,6,3,6,4,1,8,8,2,10,0,7,2,8,L
3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,8,L
2,9,3,6,1,11,3,10,3,12,7,13,1,6,0,8,J
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
1,6,1,4,1,7,7,0,7,7,6,8,0,8,2,8,I
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
5,9,7,7,4,6,7,3,6,15,7,11,1,6,2,6,J
6,8,7,7,6,8,6,4,5,7,7,8,3,8,8,10,L
2,10,3,8,2,12,3,7,3,12,5,11,1,6,0,8,J
1,3,2,2,0,7,8,1,6,13,6,8,0,8,0,8,I
5,10,5,5,3,10,3,3,3,11,6,10,3,10,4,10,L
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
2,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
4,8,6,6,2,7,6,4,6,15,7,11,1,6,1,7,J
4,9,6,6,3,7,3,1,8,8,2,10,2,5,4,7,L
7,8,4,12,4,7,9,3,4,13,4,5,3,8,7,10,J
3,7,5,5,2,3,3,6,8,1,0,6,0,7,1,6,L
4,9,6,7,4,4,4,3,8,2,1,8,0,6,1,6,L
3,6,4,4,2,5,4,3,8,3,2,6,1,6,2,5,L
1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,L
4,10,6,7,5,6,8,3,4,8,7,7,6,7,4,7,J
7,11,6,8,4,10,6,2,5,11,6,8,2,9,7,12,J
3,10,5,8,4,7,4,2,7,7,2,9,1,6,3,8,L
5,10,6,8,4,6,6,2,7,7,6,10,0,9,4,8,I
0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8,J
2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8,L
2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8,I
2,2,3,3,1,10,6,2,6,12,4,9,0,7,1,7,J
4,9,6,7,7,7,7,3,6,8,7,10,7,10,7,5,L
