1 55 4
2 9 2
2 10 2
2 47 2
2 49 3
3 14 3
3 27 3
3 51 3
3 53 3
4 6 4
4 11 4
4 15 3
4 32 4
5 69 3
5 79 2
5 169 3
5 175 3
6 11 4
6 15 3
6 32 4
6 54 0
7 12 4
7 28 4
7 31 4
7 59 3
8 16 3
8 17 2
9 10 4
9 23 3
9 30 3
9 42 3
10 23 3
10 30 3
10 42 3
11 15 3
11 32 4
12 28 4
12 31 4
12 58 2
12 59 3
13 16 3
14 18 2
14 51 4
14 53 2
15 19 4
15 32 3
17 50 2
17 59 1
18 38 2
18 51 2
18 56 3
20 25 2
20 26 3
20 145 3
20 176 3
20 177 3
21 22 1
21 40 2
21 41 2
21 79 2
22 142 3
22 169 2
22 175 2
23 30 4
23 39 3
23 42 4
24 33 1
24 39 3
25 145 3
25 146 2
26 146 3
26 176 4
26 177 4
27 53 4
28 31 4
28 59 3
29 36 4
29 45 3
29 75 3
30 39 3
30 42 4
31 58 2
31 59 3
33 48 4
33 57 3
33 74 3
34 53 0
35 38 3
35 43 4
35 46 2
35 56 2
37 45 3
37 71 4
37 75 3
37 158 4
38 43 3
38 56 3
39 42 3
40 69 2
40 79 4
41 142 1
43 46 2
43 56 2
44 61 3
44 66 3
44 154 3
44 162 4
44 164 4
45 71 3
45 75 4
45 158 3
46 47 2
46 55 2
47 49 3
47 55 3
48 57 3
48 74 3
49 55 2
50 52 2
50 58 3
51 53 2
51 56 1
52 58 3
57 74 3
60 85 2
61 66 3
61 110 2
61 162 3
61 164 3
62 80 1
62 86 4
62 92 3
62 103 3
63 121 4
63 148 3
63 155 1
63 160 3
64 72 2
64 76 2
64 98 3
64 104 2
64 147 2
65 95 4
65 118 4
65 123 3
65 127 3
65 129 3
66 110 3
66 154 4
66 164 3
67 68 1
67 87 2
67 93 3
67 107 1
67 117 2
68 84 3
68 107 4
69 169 3
69 174 2
69 175 3
71 75 3
71 145 0
71 158 4
72 100 4
72 104 4
72 116 4
72 147 4
73 91 3
73 128 2
73 157 3
73 172 3
74 96 1
75 158 3
76 98 3
76 103 1
76 114 3
77 115 3
77 124 3
77 125 3
77 126 3
78 151 3
78 152 1
80 86 1
80 128 2
80 172 2
81 94 4
82 101 3
82 137 4
82 156 3
83 90 3
83 148 3
83 160 3
84 107 3
84 161 2
84 166 2
85 138 3
85 143 3
85 161 3
85 166 3
86 92 3
86 103 3
87 93 3
87 108 2
87 117 3
88 102 4
88 120 4
88 133 3
88 144 4
88 178 4
89 105 2
89 110 2
89 168 3
91 108 2
91 157 3
91 172 2
92 103 3
92 114 1
92 128 0
93 108 2
93 117 3
94 106 3
94 109 3
95 118 4
95 123 3
95 127 3
95 129 3
97 131 2
97 170 2
98 114 2
99 105 1
99 135 3
99 149 3
99 159 3
99 173 4
100 104 4
100 116 4
100 147 4
101 136 0
101 137 3
101 156 2
102 120 4
102 133 3
102 144 4
102 178 4
103 114 2
104 116 4
104 147 4
105 173 1
106 109 4
106 112 3
108 117 3
108 157 2
109 112 3
110 154 3
111 133 2
111 150 3
111 163 3
112 129 2
113 134 3
113 140 2
113 141 3
113 165 2
115 119 4
115 124 4
115 125 4
115 126 4
116 147 4
118 123 3
118 129 3
119 124 4
119 125 4
119 126 4
120 144 4
120 178 4
121 148 3
121 155 1
121 160 3
121 165 2
122 152 1
123 127 2
124 125 4
124 126 4
125 126 4
127 129 2
128 172 3
130 139 4
131 170 4
133 144 3
133 178 3
134 140 3
134 141 4
135 149 4
135 155 1
135 159 3
135 173 3
136 168 2
137 156 3
137 174 1
138 143 4
138 161 3
138 166 3
138 171 3
139 140 0
140 141 3
141 165 1
143 161 3
143 166 3
143 171 3
144 178 4
145 176 2
145 177 2
146 176 3
146 177 3
148 160 4
148 165 2
149 155 1
149 159 3
149 173 3
151 152 1
154 164 3
155 170 2
156 174 2
157 172 2
159 173 3
160 165 2
161 166 4
162 164 4
169 174 2
169 175 4
174 175 2
176 177 4
